geo country;time;powertrain;relative sales
Ireland;2017;PHEV;0,002300001
Ireland;2018;PHEV;0,005499999
Ireland;2019;PHEV;0,0108
Ireland;2020;PHEV;0,027800001
Ireland;2021;PHEV;0,0756
Ireland;2022;PHEV;0,073899999
Ireland;2023;PHEV;0,0849
Italy;2011;PHEV;0
Italy;2012;PHEV;9,99E-05
Italy;2013;PHEV;9,99E-05
Italy;2014;PHEV;9,99E-05
Italy;2015;PHEV;0,000500334
Italy;2016;PHEV;0,000699666
Italy;2017;PHEV;0,001299666
Italy;2018;PHEV;0,0024
Italy;2019;PHEV;0,0033
Italy;2020;PHEV;0,019899999
Italy;2021;PHEV;0,0483
Italy;2022;PHEV;0,053000001
Italy;2023;PHEV;0,044000001
Latvia;2011;PHEV;0
Latvia;2012;PHEV;0,0003
Latvia;2013;PHEV;0
Latvia;2014;PHEV;9,99E-05
Latvia;2015;PHEV;0
Latvia;2016;PHEV;0,0009
Latvia;2017;PHEV;0,001700001
Latvia;2018;PHEV;0,001700001
Latvia;2019;PHEV;0,0012
Latvia;2020;PHEV;0,006500001
Latvia;2021;PHEV;0,009800001
Latvia;2022;PHEV;0,016400001
Latvia;2023;PHEV;0,020900001
Lithuania;2011;PHEV;0
Lithuania;2012;PHEV;0
Lithuania;2013;PHEV;0
Lithuania;2014;PHEV;0
Lithuania;2015;PHEV;0
Lithuania;2016;PHEV;9,99E-05
Lithuania;2017;PHEV;9,99E-05
Lithuania;2018;PHEV;0,0002001
Lithuania;2019;PHEV;0,0003
Lithuania;2020;PHEV;0,0015
Lithuania;2021;PHEV;0,002199999
Lithuania;2022;PHEV;0,029000001
Lithuania;2023;PHEV;0,028599999
Luxembourg;2011;PHEV;0
Luxembourg;2012;PHEV;0,0006
Luxembourg;2013;PHEV;0
Luxembourg;2014;PHEV;0
Luxembourg;2015;PHEV;0,000800001
Luxembourg;2016;PHEV;0,002799999
Luxembourg;2017;PHEV;0,0117
Luxembourg;2018;PHEV;0,010100001
Luxembourg;2019;PHEV;0,017000001
Luxembourg;2020;PHEV;0,0627
Luxembourg;2021;PHEV;0,106599999
Luxembourg;2022;PHEV;0,0939
Luxembourg;2023;PHEV;0,102800001
Malta;2011;PHEV;0
Malta;2012;PHEV;0
Malta;2013;PHEV;0
Malta;2014;PHEV;0
Malta;2015;PHEV;0
Malta;2016;PHEV;0
Malta;2017;PHEV;0,000399999
Malta;2018;PHEV;9,99E-05
Malta;2019;PHEV;0,009099999
Malta;2020;PHEV;0,003
Malta;2021;PHEV;0,009200001
Malta;2022;PHEV;0,0105
Malta;2023;PHEV;0,138699999
Netherlands;2011;PHEV;0
Netherlands;2012;PHEV;0,008600001
Netherlands;2013;PHEV;0,047199999
Netherlands;2014;PHEV;0,030500001
Netherlands;2015;PHEV;0,087200001
Netherlands;2016;PHEV;0,049100001
Netherlands;2017;PHEV;0,002799999
Netherlands;2018;PHEV;0,006399999
Netherlands;2019;PHEV;0,0111
Netherlands;2020;PHEV;0,044499999
Netherlands;2021;PHEV;0,095900001
Netherlands;2022;PHEV;0,109700001
Netherlands;2023;PHEV;0,126099999
Norway;2011;PHEV;0
Norway;2012;PHEV;0,002499999
Norway;2013;PHEV;0,0033
Norway;2014;PHEV;0,011300001
Norway;2015;PHEV;0,0495
Norway;2016;PHEV;0,1287
Norway;2017;PHEV;0,173799999
Norway;2018;PHEV;0,1671
Norway;2019;PHEV;0,128600001
Norway;2020;PHEV;0,203799999
Norway;2021;PHEV;0,216500001
Norway;2022;PHEV;0,092499999
Norway;2023;PHEV;0,0798
Poland;2011;PHEV;0
Poland;2012;PHEV;0
Poland;2013;PHEV;0
Poland;2014;PHEV;9,99E-05
Poland;2015;PHEV;0,000399666
Poland;2016;PHEV;0,0003
Poland;2017;PHEV;0,000800334
Poland;2018;PHEV;0,001100001
Poland;2019;PHEV;0,0021
Poland;2020;PHEV;0,0102
Poland;2021;PHEV;0,0204
Poland;2022;PHEV;0,025599999
Poland;2023;PHEV;0,027399999
Portugal;2011;PHEV;0
Portugal;2012;PHEV;0,0003
Portugal;2013;PHEV;9,99E-05
Portugal;2014;PHEV;0,0006
Portugal;2015;PHEV;0,0027
Portugal;2016;PHEV;0,004899999
Portugal;2017;PHEV;0,0108
Portugal;2018;PHEV;0,0165
Portugal;2019;PHEV;0,026000001
Portugal;2020;PHEV;0,081500001
Portugal;2021;PHEV;0,107300001
Portugal;2022;PHEV;0,1026
Portugal;2023;PHEV;0,132099999
Romania;2011;PHEV;0
Romania;2012;PHEV;9,99E-05
Romania;2013;PHEV;0
Romania;2014;PHEV;0
Romania;2015;PHEV;0,0009
Romania;2016;PHEV;0,000999333
Romania;2017;PHEV;0,001299666
Romania;2018;PHEV;0,001400001
Romania;2019;PHEV;0,0042
Romania;2020;PHEV;0,008300001
Romania;2021;PHEV;0,0249
Romania;2022;PHEV;0,025599999
Romania;2023;PHEV;0,020199999
Slovakia;2011;PHEV;0,0002001
Slovakia;2012;PHEV;0
Slovakia;2013;PHEV;0
Slovakia;2014;PHEV;0
Slovakia;2015;PHEV;0,0002001
Slovakia;2016;PHEV;0
Slovakia;2017;PHEV;0,0018
Slovakia;2018;PHEV;0,002799999
Slovakia;2019;PHEV;0,0021
Slovakia;2020;PHEV;0,010599999
Slovakia;2021;PHEV;0,013400001
Slovakia;2022;PHEV;0,020799999
Slovakia;2023;PHEV;0,033800001
Slovenia;2011;PHEV;0
Slovenia;2012;PHEV;0,0002001
Slovenia;2013;PHEV;0
Slovenia;2014;PHEV;0
Slovenia;2015;PHEV;9,99E-05
Slovenia;2016;PHEV;0,0006
Slovenia;2017;PHEV;0,002600334
Slovenia;2018;PHEV;0,002900334
Slovenia;2019;PHEV;0,0012
Slovenia;2020;PHEV;0,002199999
Slovenia;2021;PHEV;0,005300001
Slovenia;2022;PHEV;0,0135
Slovenia;2023;PHEV;0,0219
Spain;2011;PHEV;0
Spain;2012;PHEV;0,0002001
Spain;2013;PHEV;9,99E-05
Spain;2014;PHEV;0,0003
Spain;2015;PHEV;0,000699666
Spain;2016;PHEV;0,001299666
Spain;2017;PHEV;0,002600334
Spain;2018;PHEV;0,004103334
Spain;2019;PHEV;0,0057
Spain;2020;PHEV;0,0279
Spain;2021;PHEV;0,0501
Spain;2022;PHEV;0,058899999
Spain;2023;PHEV;0,065499999
Sweden;2011;PHEV;0
Sweden;2012;PHEV;0,002300001
Sweden;2013;PHEV;0,003800001
Sweden;2014;PHEV;0,0102
Sweden;2015;PHEV;0,014900001
Sweden;2016;PHEV;0,0258
Sweden;2017;PHEV;0,0396
Sweden;2018;PHEV;0,0585
Sweden;2019;PHEV;0,0666
Sweden;2020;PHEV;0,225399999
Sweden;2021;PHEV;0,2586
Sweden;2022;PHEV;0,230799999
Sweden;2023;PHEV;0,211100001
