geo country;stock_year;powertrain;share
Romania;2009;BEV;0
Romania;2010;BEV;0
Romania;2011;BEV;0
Romania;2012;BEV;0
Romania;2013;BEV;0
Romania;2014;BEV;0
Romania;2015;BEV;0
Romania;2016;BEV;0
Romania;2017;BEV;0,0001
Romania;2018;BEV;0,0001
Romania;2019;BEV;0,0004
Romania;2020;BEV;0,0008
Romania;2021;BEV;0,0016
Romania;2022;BEV;0,003
Romania;2023;BEV;0,0046
Romania;2008;G-PHEV;0
Romania;2009;G-PHEV;0
Romania;2010;G-PHEV;0
Romania;2011;G-PHEV;0
Romania;2012;G-PHEV;0
Romania;2013;G-PHEV;0
Romania;2014;G-PHEV;0
Romania;2015;G-PHEV;0
Romania;2016;G-PHEV;0
Romania;2017;G-PHEV;0
Romania;2018;G-PHEV;0,0001
Romania;2019;G-PHEV;0,0001
Romania;2020;G-PHEV;0,0003
Romania;2021;G-PHEV;0,0006
Romania;2022;G-PHEV;0,001
Romania;2023;G-PHEV;0,0012
Slovakia;2008;BEV;0
Slovakia;2009;BEV;0
Slovakia;2010;BEV;0
Slovakia;2011;BEV;0
Slovakia;2012;BEV;0
Slovakia;2013;BEV;0
Slovakia;2014;BEV;0,0001
Slovakia;2015;BEV;0,0001
Slovakia;2016;BEV;0,0001
Slovakia;2017;BEV;0,0002
Slovakia;2018;BEV;0,0003
Slovakia;2019;BEV;0,0004
Slovakia;2020;BEV;0,0008
Slovakia;2021;BEV;0,0012
Slovakia;2022;BEV;0,0018
Slovakia;2023;BEV;0,003
Slovakia;2008;G-PHEV;0
Slovakia;2009;G-PHEV;0
Slovakia;2010;G-PHEV;0
Slovakia;2011;G-PHEV;0
Slovakia;2012;G-PHEV;0
Slovakia;2013;G-PHEV;0
Slovakia;2014;G-PHEV;0
Slovakia;2015;G-PHEV;0,0001
Slovakia;2016;G-PHEV;0,0001
Slovakia;2017;G-PHEV;0,0002
Slovakia;2018;G-PHEV;0,0003
Slovakia;2019;G-PHEV;0,0003
Slovakia;2020;G-PHEV;0,0007
Slovakia;2021;G-PHEV;0,0011
Slovakia;2022;G-PHEV;0,0017
Slovakia;2023;G-PHEV;0,0027
Slovenia;2008;BEV;0
Slovenia;2009;BEV;0
Slovenia;2010;BEV;0
Slovenia;2011;BEV;0
Slovenia;2012;BEV;0
Slovenia;2013;BEV;0
Slovenia;2014;BEV;0,0001
Slovenia;2015;BEV;0,0002
Slovenia;2016;BEV;0,0003
Slovenia;2017;BEV;0,0006
Slovenia;2018;BEV;0,001
Slovenia;2019;BEV;0,0017
Slovenia;2020;BEV;0,0031
Slovenia;2021;BEV;0,0045
Slovenia;2022;BEV;0,0064
Slovenia;2023;BEV;0,0094
Slovenia;2008;G-PHEV;0
Slovenia;2009;G-PHEV;0
Slovenia;2010;G-PHEV;0
Slovenia;2011;G-PHEV;0
Slovenia;2012;G-PHEV;0
Slovenia;2013;G-PHEV;0
Slovenia;2014;G-PHEV;0
Slovenia;2015;G-PHEV;0,0001
Slovenia;2016;G-PHEV;0,0001
Slovenia;2017;G-PHEV;0,0003
Slovenia;2018;G-PHEV;0,0005
Slovenia;2019;G-PHEV;0,0006
Slovenia;2020;G-PHEV;0,0007
Slovenia;2021;G-PHEV;0,0009
Slovenia;2022;G-PHEV;0,0013
Slovenia;2023;G-PHEV;0,0021
Spain;2008;BEV;0
Spain;2009;BEV;0
Spain;2010;BEV;0
Spain;2011;BEV;0
Spain;2012;BEV;0
Spain;2013;BEV;0,0001
Spain;2014;BEV;0,0001
Spain;2015;BEV;0,0002
Spain;2016;BEV;0,0003
Spain;2017;BEV;0,0004
Spain;2018;BEV;0,0007
Spain;2019;BEV;0,0011
Spain;2020;BEV;0,0018
Spain;2021;BEV;0,0029
Spain;2022;BEV;0,0042
Spain;2023;BEV;0,0061
Spain;2008;G-PHEV;0
Spain;2009;G-PHEV;0
Spain;2010;G-PHEV;0
Spain;2011;G-PHEV;0
Spain;2012;G-PHEV;0
Spain;2013;G-PHEV;0
Spain;2014;G-PHEV;0
Spain;2015;G-PHEV;0,0001
Spain;2016;G-PHEV;0,0001
Spain;2017;G-PHEV;0,0003
Spain;2018;G-PHEV;0,0005
Spain;2019;G-PHEV;0,0008
Spain;2020;G-PHEV;0,0018
Spain;2021;G-PHEV;0,0035
Spain;2022;G-PHEV;0,0054
Spain;2023;G-PHEV;0,0077
Sweden;2008;BEV;0
Sweden;2009;BEV;0
Sweden;2010;BEV;0
Sweden;2011;BEV;0,0001
Sweden;2012;BEV;0,0001
Sweden;2013;BEV;0,0002
Sweden;2014;BEV;0,0005
Sweden;2015;BEV;0,001
Sweden;2016;BEV;0,0016
Sweden;2017;BEV;0,0023
Sweden;2018;BEV;0,0034
Sweden;2019;BEV;0,0062
Sweden;2020;BEV;0,0118
Sweden;2021;BEV;0,0232
Sweden;2022;BEV;0,0418
Sweden;2023;BEV;0,0612
Sweden;2008;G-PHEV;0
Sweden;2009;G-PHEV;0
Sweden;2010;G-PHEV;0
Sweden;2011;G-PHEV;0
Sweden;2012;G-PHEV;0,0001
Sweden;2013;G-PHEV;0,0004
Sweden;2014;G-PHEV;0,0011
Sweden;2015;G-PHEV;0,0021
Sweden;2016;G-PHEV;0,004
Sweden;2017;G-PHEV;0,0067
Sweden;2018;G-PHEV;0,0101
Sweden;2019;G-PHEV;0,0136
Sweden;2020;G-PHEV;0,0268
Sweden;2021;G-PHEV;0,0422
Sweden;2022;G-PHEV;0,055
Sweden;2023;G-PHEV;0,0643
Switzerland;2008;BEV;0
Switzerland;2009;BEV;0
Switzerland;2010;BEV;0
Switzerland;2011;BEV;0,0001
Switzerland;2012;BEV;0,0002
Switzerland;2013;BEV;0,0005
Switzerland;2014;BEV;0,0008
Switzerland;2015;BEV;0,0015
Switzerland;2016;BEV;0,0021
Switzerland;2017;BEV;0,003
Switzerland;2018;BEV;0,0042
Switzerland;2019;BEV;0,007
Switzerland;2020;BEV;0,0092
Switzerland;2021;BEV;0,015
Switzerland;2022;BEV;0,023
Switzerland;2023;BEV;0,0333
Switzerland;2008;G-PHEV;0
Switzerland;2009;G-PHEV;0
Switzerland;2010;G-PHEV;0
Switzerland;2011;G-PHEV;0
Switzerland;2012;G-PHEV;0,0001
Switzerland;2013;G-PHEV;0,0001
Switzerland;2014;G-PHEV;0,0003
Switzerland;2015;G-PHEV;0,0009
Switzerland;2016;G-PHEV;0,0014
Switzerland;2017;G-PHEV;0,0021
Switzerland;2018;G-PHEV;0,003
Switzerland;2019;G-PHEV;0,0039
Switzerland;2020;G-PHEV;0,0069
Switzerland;2021;G-PHEV;0,0114
Switzerland;2022;G-PHEV;0,0151
Switzerland;2023;G-PHEV;0,0197
Turkey;2008;BEV;0
Turkey;2009;BEV;0
Turkey;2010;BEV;0
Turkey;2011;BEV;0
Turkey;2012;BEV;0
Turkey;2013;BEV;0
Turkey;2014;BEV;0
Turkey;2015;BEV;0
Turkey;2016;BEV;0
Turkey;2017;BEV;0
Turkey;2018;BEV;0,0001
Turkey;2019;BEV;0,0001
Turkey;2020;BEV;0,0002
Turkey;2021;BEV;0,0005
Turkey;2022;BEV;0,001
Turkey;2023;BEV;0,0053
Turkey;2008;G-PHEV;0
Turkey;2009;G-PHEV;0
Turkey;2010;G-PHEV;0
Turkey;2011;G-PHEV;0
Turkey;2012;G-PHEV;0
Turkey;2013;G-PHEV;0
Turkey;2014;G-PHEV;0
Turkey;2015;G-PHEV;0
Turkey;2016;G-PHEV;0
Turkey;2017;G-PHEV;0
Turkey;2018;G-PHEV;0
Turkey;2019;G-PHEV;0
Turkey;2020;G-PHEV;0,0001
Turkey;2021;G-PHEV;0,0001
Turkey;2022;G-PHEV;0,0002
Turkey;2023;G-PHEV;0,0004
United Kingdom;2008;BEV;0
United Kingdom;2009;BEV;0
United Kingdom;2010;BEV;0
United Kingdom;2011;BEV;0,0001
United Kingdom;2012;BEV;0,0001
United Kingdom;2013;BEV;0,0002
United Kingdom;2014;BEV;0,0003
United Kingdom;2015;BEV;0,0006
United Kingdom;2016;BEV;0,0009
United Kingdom;2017;BEV;0,0013
United Kingdom;2018;BEV;0,0019
United Kingdom;2019;BEV;0,003
United Kingdom;2020;BEV;0,0063
United Kingdom;2021;BEV;0,0108
United Kingdom;2022;BEV;0,0187
United Kingdom;2023;BEV;0,0276
United Kingdom;2008;G-PHEV;0
United Kingdom;2009;G-PHEV;0
United Kingdom;2010;G-PHEV;0
United Kingdom;2011;G-PHEV;0
United Kingdom;2012;G-PHEV;0
United Kingdom;2013;G-PHEV;0,0001
United Kingdom;2014;G-PHEV;0,0003
United Kingdom;2015;G-PHEV;0,0009
United Kingdom;2016;G-PHEV;0,0017
United Kingdom;2017;G-PHEV;0,0027
United Kingdom;2018;G-PHEV;0,0042
United Kingdom;2019;G-PHEV;0,0053
United Kingdom;2020;G-PHEV;0,0074
United Kingdom;2021;G-PHEV;0,0099
United Kingdom;2022;G-PHEV;0,0129
United Kingdom;2023;G-PHEV;0,0168
EU-27+Norway;2008;BEV;0
EU-27+Norway;2009;BEV;2,14E-05
EU-27+Norway;2010;BEV;4,03E-05
EU-27+Norway;2011;BEV;8,38E-05
EU-27+Norway;2012;BEV;0,000135371
EU-27+Norway;2013;BEV;0,000252997
EU-27+Norway;2014;BEV;0,000486871
EU-27+Norway;2015;BEV;0,000801096
EU-27+Norway;2016;BEV;0,001112209
EU-27+Norway;2017;BEV;0,001619662
EU-27+Norway;2018;BEV;0,002388202
EU-27+Norway;2019;BEV;0,003640037
EU-27+Norway;2020;BEV;0,006060433
EU-27+Norway;2021;BEV;0,01017619
EU-27+Norway;2022;BEV;0,015152616
EU-27+Norway;2023;BEV;0,020833374
EU-27+Norway;2008;G-PHEV;0
EU-27+Norway;2009;G-PHEV;0
EU-27+Norway;2010;G-PHEV;0
EU-27+Norway;2011;G-PHEV;0
EU-27+Norway;2012;G-PHEV;6,54E-06
EU-27+Norway;2013;G-PHEV;0,000139331
EU-27+Norway;2014;G-PHEV;0,000266448
EU-27+Norway;2015;G-PHEV;0,000623222
EU-27+Norway;2016;G-PHEV;0,001034279
EU-27+Norway;2017;G-PHEV;0,001504118
EU-27+Norway;2018;G-PHEV;0,002092079
EU-27+Norway;2019;G-PHEV;0,002732412
EU-27+Norway;2020;G-PHEV;0,004762487
EU-27+Norway;2021;G-PHEV;0,008318275
EU-27+Norway;2022;G-PHEV;0,011755519
EU-27+Norway;2023;G-PHEV;0,014566245
