country label;time;new vehicle registrations
SWE;1987;197512
SWE;1988;198280
SWE;1989;199335
SWE;1990;229941
SWE;1991;188308
SWE;1992;154173
SWE;1993;124434
SWE;1994;156375
SWE;1995;169756
SWE;1996;183820
SWE;1997;225263
SWE;1998;253430
SWE;1999;295249
SWE;2000;290529
SWE;2001;246581
SWE;2002;254589
SWE;2003;261206
SWE;2004;264246
SWE;2005;274301
SWE;2006;282766
SWE;2007;306799
SWE;2008;253982
SWE;2009;213408
SWE;2010;289684
SWE;2011;304984
SWE;2012;279899
SWE;2013;269558
SWE;2014;303948
SWE;2015;345108
SWE;2016;372318
SWE;2017;379393
SWE;2018;353729
SWE;2019;356036
SWE;2020;292024
SWE;2021;301008
SWE;2022;0
UK;1970;1141119
UK;1971;1157683
UK;1972;1174246
UK;1973;1190810
UK;1974;1207374
UK;1975;1223938
UK;1976;1368912
UK;1977;1513886
UK;1978;1658861
UK;1979;1803834
UK;1980;1601435
UK;1981;1573962
UK;1982;1714426
UK;1983;1981445
UK;1984;1935588
UK;1985;2027375
UK;1986;2070207
UK;1987;2214569
UK;1988;2435677
UK;1989;2535423
UK;1990;2053790
UK;1991;1627880
UK;1992;1629182
UK;1993;1818135
UK;1994;1953601
UK;1995;1988803
UK;1996;2070675
UK;1997;2219194
UK;1998;2297584
UK;1999;2246684
UK;2000;2271276
UK;2001;2643723
UK;2002;2742018
UK;2003;2705138
UK;2004;2657112
UK;2005;2498013
UK;2006;2392292
UK;2007;2443446
UK;2008;2159155
UK;2009;2012200
UK;2010;2040899
UK;2011;1950000
UK;2012;2055723
UK;2013;2274764
UK;2014;2492784
UK;2015;2661020
UK;2016;2723774
UK;2017;2564330
UK;2018;2394042
UK;2019;2346576
UK;2020;1656403
UK;2021;1677245
UK;2022;0
